date,distance_km,chlorophyll_mg_m3,lat,lon
2025-03,156.3860712206819,2.10424,30.424120603015076,-113.84547738693468
2025-03,158.12685870996555,2.6419957,30.41105527638191,-113.83542713567839
2025-03,159.86771512898864,2.2730176,30.397989949748744,-113.82537688442211
2025-03,161.60864045728655,2.2730176,30.38492462311558,-113.81532663316582
2025-03,163.34963467438223,2.9719129,30.371859296482413,-113.80527638190955
2025-03,165.09069775978483,2.9719129,30.35879396984925,-113.79522613065326
2025-03,166.8318296929925,2.775497,30.34572864321608,-113.78517587939699
2025-03,168.5730304534942,3.535451,30.332663316582916,-113.7751256281407
2025-03,170.31430002076257,3.535451,30.31959798994975,-113.76507537688443
2025-03,172.05563837426178,3.535451,30.306532663316585,-113.75502512562814
